mep_identifier	mep_honorific_prefix	mep_given_name	mep_family_name	mep_official_given_name	mep_official_family_name	mep_gender	mep_citizenship	mep_place_of_birth	mep_birthday	mep_death_date	mep_image	mep_email	mep_homepage	mep_twitter	mep_facebook_page	mep_facebook_profile	mep_country_of_representation	mep_political_group	mep_instagram	mep_URI	mep_polgroup	mep_polgrupo_sig
97236	Ms	Marie	Toussaint			female	Francia	LILLE	1987-05-27^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/97236.jpg	mailto:marie.toussaint@europarl.europa.eu		https://twitter.com/marietouss1			Francia	Grupo de Los Verdes/Alianza Libre Europea		https://data.europarl.europa.eu/person/97236	Les �cologistes	EELV
39725	Mr	Iuliu	Winkler			male	Ruman�a	Hunedoara	1964-03-14^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/39725.jpg	mailto:iuliu.winkler@europarl.europa.eu	https://winklergyula.ro/	https://twitter.com/iuliuwinkler	https://www.facebook.com/winkler.gyula/		Ruman�a	Grupo del Partido Popular Europeo	https://www.instagram.com/winkler.gyula/	https://data.europarl.europa.eu/person/39725		
98341	Ms	Eva	Maydell	???	??????	female	Bulgaria	Sofia	1986-01-26^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/98341.jpg	mailto:eva.maydell@europarl.europa.eu	http://evamaydell.eu/	https://twitter.com/EvaMaydell	https://www.facebook.com/EvaMaydell		Bulgaria	Grupo del Partido Popular Europeo	https://www.instagram.com/evamaydell/?hl=en	https://data.europarl.europa.eu/person/98341	Coalition Grazhdani za evropeysko razvitie na Balgariya	GERB - SDS/???? - ???
96811	Ms	Rosa	Estar�s Ferragut			female	Espa�a		1965-10-21^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/96811.jpg	mailto:rosa.estaras@europarl.europa.eu		https://x.com/IBenEuropa			Espa�a	Grupo del Partido Popular Europeo	https://www.instagram.com/rosaestaras/	https://data.europarl.europa.eu/person/96811	Partido Popular	PP
23868	Ms	Monika	Be?ov�			female	Eslovaquia	Bratislava	1968-08-15^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/23868.jpg	mailto:monika.benova@europarl.europa.eu			https://www.facebook.com/monikabenovaep		Eslovaquia	Miembro no adscrito	https://www.instagram.com/monicabenova	https://data.europarl.europa.eu/person/23868	Smer - soci�lna demokracia	SSD
36392	Mr	Aldo	Patriciello			male	Italia	Venafro	1957-09-27^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/36392.jpg	mailto:aldo.patriciello@europarl.europa.eu					Italia	Grupo Patriotas por Europa	https://www.instagram.com/aldopatriciello_official/	https://data.europarl.europa.eu/person/36392		
4746	Mr	Sergio	Berlato			male	Italia	MARANO VICENTINO	1959-07-27^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/4746.jpg	mailto:sergio.berlato@europarl.europa.eu		https://twitter.com/SERGIOBERLATO		https://www.facebook.com/SergioBerlato.paginaufficiale/	Italia	Grupo de los Conservadores y Reformistas Europeos	https://www.instagram.com/berlatosergioantonio_/	https://data.europarl.europa.eu/person/4746		
101585	Mr	Niels	Fuglsang			male	Dinamarca	Kobenhavn	1985-06-29^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/101585.jpg	mailto:niels.fuglsang@europarl.europa.eu		https://twitter.com/NielsFuglsang	https://www.facebook.com/FuglsangEP19		Dinamarca	Grupo de la Alianza Progresista de Socialistas y Dem�cratas		https://data.europarl.europa.eu/person/101585	Socialdemokratiet	Socialdemokratiet
97968	Mr	Andrey	Kovatchev	??????	???????	male	Bulgaria	Sofia	1967-12-13^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/97968.jpg	mailto:andrey.kovatchev@europarl.europa.eu	http://www.andrey-kovatchev.eu	http://twitter.com/andreykovatchev	https://www.facebook.com/Andrey-Kovatchev-133004451640/	https://www.facebook.com/andrey.kovatchev	Bulgaria	Grupo del Partido Popular Europeo		https://data.europarl.europa.eu/person/97968	Coalition Grazhdani za evropeysko razvitie na Balgariya	GERB - SDS/???? - ???
96780	Ms	Monika	Hohlmeier			female	Alemania	M�nchen	1962-07-02^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/96780.jpg	mailto:monika.hohlmeier@europarl.europa.eu	http://www.monika.hohlmeier.de/	https://twitter.com/mhohlmeier	https://www.facebook.com/mhohlmeier/		Alemania	Grupo del Partido Popular Europeo	https://www.instagram.com/monika.hohlmeier/	https://data.europarl.europa.eu/person/96780	Christlich-Soziale Union in Bayern	CSU
96725	Mr	Bas	Eickhout			male	Pa�ses Bajos	Groesbeek	1976-10-08^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/96725.jpg	mailto:bas.eickhout@europarl.europa.eu	https://groenlinks.nl/mensen/bas-eickhout	https://twitter.com/BasEickhout	https://www.facebook.com/bas.eickhout		Pa�ses Bajos	Grupo de Los Verdes/Alianza Libre Europea		https://data.europarl.europa.eu/person/96725		
96761	Mr	Axel	Voss			male	Alemania	Hameln	1963-04-07^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/96761.jpg	mailto:axel.voss@europarl.europa.eu	http://www.axel-voss-europa.de/	http://twitter.com/AxelVossMdEP	https://www.facebook.com/AxelVossMdEP		Alemania	Grupo del Partido Popular Europeo	https://www.instagram.com/axel.voss.mdep/	https://data.europarl.europa.eu/person/96761	Christlich Demokratische Union Deutschlands	CDU
94649	Ms	Catherine	Griset			female	Francia	Boulogne-sur-Mer	1972-08-20^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/94649.jpg	mailto:catherine.griset@europarl.europa.eu		https://twitter.com/GrisetCatherine	https://www.facebook.com/CatherineGriset.RN/		Francia	Grupo Patriotas por Europa		https://data.europarl.europa.eu/person/94649	Rassemblement National	RN
86793	Ms	Anna	Cavazzini			female	Alemania	Schl�chtern	1982-12-12^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/86793.jpg	mailto:anna.cavazzini@europarl.europa.eu	https://www.annacavazzini.eu/	https://twitter.com/anna_cavazzini		https://www.facebook.com/anna.cavazzini.9/	Alemania	Grupo de Los Verdes/Alianza Libre Europea	https://www.instagram.com/anna.cavazzini	https://data.europarl.europa.eu/person/86793	B�ndnis 90/Die Gr�nen	Gr�ne
38511	Mr	Georg	Mayer			male	Austria	Feldbach			https://www.europarl.europa.eu/mepphoto/38511.jpg	mailto:georg.mayer@europarl.europa.eu			https://www.facebook.com/georgmayermep/		Austria	Grupo Patriotas por Europa	https://www.instagram.com/georgmayermep/?hl=de	https://data.europarl.europa.eu/person/38511	Freiheitliche Partei �sterreichs	FP�
96998	Ms	Evelyn	Regner			female	Austria	Wien	1966-01-24^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/96998.jpg	mailto:evelyn.regner@europarl.europa.eu		https://twitter.com/Evelyn_Regner		https://www.facebook.com/evelyn.regner	Austria	Grupo de la Alianza Progresista de Socialistas y Dem�cratas	https://www.instagram.com/mep_evelyn_regner/	https://data.europarl.europa.eu/person/96998	Sozialdemokratische Partei �sterreichs	SP�
72779	Ms	Nadine	Morano			female	Francia	Nancy	1963-11-06^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/72779.jpg	mailto:nadine.morano@europarl.europa.eu	http://www.nadinemorano.fr/	https://twitter.com/nadine__morano	https://www.facebook.com/Nadine.Morano		Francia	Grupo del Partido Popular Europeo	https://www.instagram.com/nadinemorano/	https://data.europarl.europa.eu/person/72779	Les R�publicains	LR
28347	Mr	Javier	Moreno S�nchez			male	Espa�a	Ginebra (Suiza)	1965-03-12^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/28347.jpg	mailto:javier.morenosanchez@europarl.europa.eu					Espa�a	Grupo de la Alianza Progresista de Socialistas y Dem�cratas		https://data.europarl.europa.eu/person/28347	Partido Socialista Obrero Espa�ol	PSOE
96709	Mr	Morten	L�kkegaard			male	Dinamarca	Helsing�r			https://www.europarl.europa.eu/mepphoto/96709.jpg	mailto:morten.lokkegaard@europarl.europa.eu		http://twitter.com/loekkegaard_mep	https://www.facebook.com/morten.lokkegaard		Dinamarca	Grupo Renovar Europa	https://www.instagram.com/mortenlokkegaard	https://data.europarl.europa.eu/person/96709	Venstre, Danmarks Liberale Parti	V-DLP
5736	Mr	Alexandre	Varaut			male	Francia	Neuilly sur Seine	1966-01-18^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/5736.jpg	mailto:alexandre.varaut@europarl.europa.eu					Francia	Grupo Patriotas por Europa		https://data.europarl.europa.eu/person/5736	Rassemblement National	RN
28307	Mr	Francisco	Assis			male	Portugal	Amarante	1965-01-08^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/28307.jpg	mailto:francisco.assis@europarl.europa.eu	https://linktr.ee/franciscoassis.deputado		https://www.facebook.com/people/Francisco-Assis/61569298170270/		Portugal	Grupo de la Alianza Progresista de Socialistas y Dem�cratas	https://www.instagram.com/franciscoassis.deputado/	https://data.europarl.europa.eu/person/28307		
38542	Mr	Johan	Danielsson			male	Suecia	Borlange	1982-06-30^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/38542.jpg	mailto:johan.danielsson@europarl.europa.eu			https://www.facebook.com/johandanielssons		Suecia	Grupo de la Alianza Progresista de Socialistas y Dem�cratas	https://www.instagram.com/johandanielsson_s/	https://data.europarl.europa.eu/person/38542		
24942	Ms	Ana	Miranda Paz			female	Espa�a	Cuntis	1971-05-02^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/24942.jpg	mailto:ana.miranda@europarl.europa.eu		https://twitter.com/anamirandapaz			Espa�a	Grupo de Los Verdes/Alianza Libre Europea		https://data.europarl.europa.eu/person/24942	Ahora Rep�blicas	AR
37324	Ms	Adina	V?lean			female	Ruman�a	?intea			https://www.europarl.europa.eu/mepphoto/37324.jpg	mailto:adina.valean@europarl.europa.eu		https://x.com/AdinaValean			Ruman�a	Grupo del Partido Popular Europeo	https://www.instagram.com/adinaioanavalean/	https://data.europarl.europa.eu/person/37324		
40224	Mr	Andi	Cristea			male	Ruman�a	Buz?u			https://www.europarl.europa.eu/mepphoto/40224.jpg	mailto:andi.cristea@europarl.europa.eu					Ruman�a	Grupo de la Alianza Progresista de Socialistas y Dem�cratas	http://www.instagram.com/andicristea.ro/	https://data.europarl.europa.eu/person/40224		
22418	Ms	Esther	Herranz Garc�a			female	Espa�a	Logro�o	1969-07-03^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/22418.jpg	mailto:esther.herranzgarcia@europarl.europa.eu		https://x.com/herranzgarcia1			Espa�a	Grupo del Partido Popular Europeo	https://www.instagram.com/herranzgarcia	https://data.europarl.europa.eu/person/22418	Partido Popular	PP
96940	Mr	Gerben-Jan	Gerbrandy			male	Pa�ses Bajos	Den Haag	1967-06-28^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/96940.jpg	mailto:gerbrandy@europarl.europa.eu					Pa�ses Bajos	Grupo Renovar Europa		https://data.europarl.europa.eu/person/96940		
103246	Mr	Auke	Zijlstra			male	Pa�ses Bajos	Haskerland	1964-11-01^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/103246.jpg	mailto:auke.zijlstra@europarl.europa.eu					Pa�ses Bajos	Grupo Patriotas por Europa		https://data.europarl.europa.eu/person/103246		
96675	Ms	Isabella	L�vin			female	Suecia	Helsingborg	1963-02-03^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/96675.jpg	mailto:isabella.lovin@europarl.europa.eu					Suecia	Grupo de Los Verdes/Alianza Libre Europea		https://data.europarl.europa.eu/person/96675		
98219	Ms	Aura	Salla			female	Finlandia	Lappeenranta			https://www.europarl.europa.eu/mepphoto/98219.jpg	mailto:aura.salla@europarl.europa.eu		https://x.com/AuraSalla			Finlandia	Grupo del Partido Popular Europeo	https://www.instagram.com/aurasalla/	https://data.europarl.europa.eu/person/98219	Kansalinen Kokoomus	KK
97399	Mr	Dirk	Gotink			male	Pa�ses Bajos	Haarlem	1981-08-13^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/97399.jpg	mailto:dirk.gotink@europarl.europa.eu	https://partijnieuwsociaalcontract.nl/	https://x.com/dirkgotink			Pa�ses Bajos	Grupo del Partido Popular Europeo	https://www.instagram.com/dirk.gotink.mep/	https://data.europarl.europa.eu/person/97399		
30123	Mr	Guillaume	Peltier			male	Francia				https://www.europarl.europa.eu/mepphoto/30123.jpg	mailto:guillaume.peltier@europarl.europa.eu			https://www.facebook.com/GuillaumePeltier.fr/?locale=fr_FR		Francia	Grupo de los Conservadores y Reformistas Europeos	https://www.instagram.com/guillaumepeltieroff/	https://data.europarl.europa.eu/person/30123	Identit�s et libert�s	IL
99878	Mr	Waldemar	Buda			male	Polonia				https://www.europarl.europa.eu/mepphoto/99878.jpg	mailto:waldemar.buda@europarl.europa.eu					Polonia	Grupo de los Conservadores y Reformistas Europeos		https://data.europarl.europa.eu/person/99878		
96653	Ms	Katar�na	Roth Neve?alov�			female	Eslovaquia	Nitra	1982-11-10^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/96653.jpg	mailto:katarina.roth@europarl.europa.eu	http://europoslankyna.sk		https://www.facebook.com/europoslankyna		Eslovaquia	Miembro no adscrito	https://www.instagram.com/katarina.roth.nevedalova/	https://data.europarl.europa.eu/person/96653	Smer - soci�lna demokracia	SSD
25758	Ms	Ruth	Firmenich			female	Alemania		1964-08-24^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/25758.jpg	mailto:ruth.firmenich@europarl.europa.eu					Alemania	Miembro no adscrito		https://data.europarl.europa.eu/person/25758	B�ndnis Sahra Wagenknecht - Vernunft und Gerechtigkeit	BSW
86057	Mr	Bart?omiej	Sienkiewicz			male	Polonia	Kielce	1961-07-29^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/86057.jpg	mailto:bartlomiej.sienkiewicz@europarl.europa.eu		https://x.com/BartSienkiewicz			Polonia	Grupo del Partido Popular Europeo	https://www.instagram.com/bartlomiej_sienkiewicz/	https://data.europarl.europa.eu/person/86057		
88552	Mr	Julien	Sanchez			male	Francia	Argenteuil	1983-10-19^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/88552.jpg	mailto:julien.sanchez@europarl.europa.eu		https://x.com/jsanchez_rn?lang=en	https://www.facebook.com/p/Julien-Sanchez-100044874316374/		Francia	Grupo Patriotas por Europa	https://www.instagram.com/jsanchez_rn/	https://data.europarl.europa.eu/person/88552	Rassemblement National	RN
91636	Ms	Marit	Maij			female	Pa�ses Bajos	Apeldoorn	1972-01-16^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/91636.jpg	mailto:marit.maij@europarl.europa.eu					Pa�ses Bajos	Grupo de la Alianza Progresista de Socialistas y Dem�cratas		https://data.europarl.europa.eu/person/91636		
1294	Mr	Elio	Di Rupo			male	B�lgica	Morlanwelz			https://www.europarl.europa.eu/mepphoto/1294.jpg	mailto:elio.dirupo@europarl.europa.eu					B�lgica	Grupo de la Alianza Progresista de Socialistas y Dem�cratas		https://data.europarl.europa.eu/person/1294	Parti socialiste	PS
118949	Mr	Ond?ej	Kova?�k			male	Rep�blica Checa	KYJOV	1980-08-21^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/118949.jpg						Rep�blica Checa	Grupo Patriotas por Europa		https://data.europarl.europa.eu/person/118949		
124726	Ms	Henna	Virkkunen			female	Finlandia	Joutsa	1972-06-04^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/124726.jpg						Finlandia	Grupo del Partido Popular Europeo		https://data.europarl.europa.eu/person/124726	Kansalinen Kokoomus	KK
193419	Mr	Christophe	Hansen			male	Luxemburgo	WILTZ	1982-02-21^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/193419.jpg						Luxemburgo	Grupo del Partido Popular Europeo		https://data.europarl.europa.eu/person/193419		
110673	Ms	Ana Miguel	Pedro			female	Portugal	Oliveira De Azemeis	1989-10-07^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/110673.jpg	mailto:anamiguel.pedro@europarl.europa.eu		https://x.com/anampedro			Portugal	Grupo del Partido Popular Europeo	https://www.instagram.com/anamiguel.pedro/	https://data.europarl.europa.eu/person/110673		
190574	Mr	Tomasz	Froelich			male	Alemania	Hamburg	1988-10-15^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/190574.jpg	mailto:tomasz.froelich@europarl.europa.eu		https://x.com/TomaszFroelich	https://www.facebook.com/TomaszFroelich		Alemania	Grupo Europa de las Naciones Soberanas	https://www.instagram.com/froelich.tomasz?igsh=aWJ1bndwMmttbHpy&utm_source=qr	https://data.europarl.europa.eu/person/190574	Alternative f�r Deutschland	AfD
111412	Mr	Villy	S�vndal			male	Dinamarca	Struer	1952-04-04^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/111412.jpg	"mailto:Villy.SOVNDAL@europarl.europa.eu; mailto:villy.sovndal@europarl.europa.eu"					Dinamarca	Grupo de Los Verdes/Alianza Libre Europea		https://data.europarl.europa.eu/person/111412	Socialistik Folkeparti	SF
124985	Mr	Luke Ming	Flanagan			male	Rep�blica de Irlanda	Roscommon	1972-01-22^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/124985.jpg	mailto:lukeming.flanagan@europarl.europa.eu		https://twitter.com/lukeming	https://www.facebook.com/Lukemingflanagan		Rep�blica de Irlanda	La Izquierda en el Parlamento Europeo-GUE/NGL	https://www.instagram.com/lukemingflanagan	https://data.europarl.europa.eu/person/124985		
124984	Ms	Lynn	Boylan			female	Rep�blica de Irlanda	Dublin	1976-11-29^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/124984.jpg	mailto:lynn.boylan@europarl.europa.eu					Rep�blica de Irlanda	La Izquierda en el Parlamento Europeo-GUE/NGL		https://data.europarl.europa.eu/person/124984		
124795	Mr	Flavio	Tosi			male	Italia	Verona	1969-06-18^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/124795.jpg	mailto:flavio.tosi@europarl.europa.eu		https://x.com/flaviotositw	https://www.facebook.com/@FlavioTosiUfficiale/		Italia	Grupo del Partido Popular Europeo	https://www.instagram.com/flavio.tosi/	https://data.europarl.europa.eu/person/124795		
107212	Mr	Andrey	Novakov	??????	???????	male	Bulgaria	PAZARDZHIK	1988-07-07^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/107212.jpg	mailto:andrey.novakov@europarl.europa.eu	http://andreynovakov.eu/	https://twitter.com/andreynovakov		https://www.facebook.com/andrey.novakov	Bulgaria	Grupo del Partido Popular Europeo	https://www.instagram.com/novakov.a/	https://data.europarl.europa.eu/person/107212	Coalition Grazhdani za evropeysko razvitie na Balgariya	GERB - SDS/???? - ???
125106	Mr	Johan	Van Overtveldt			male	B�lgica	Mortsel	1955-08-24^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/125106.jpg	mailto:johan.vanovertveldt@europarl.europa.eu					B�lgica	Grupo de los Conservadores y Reformistas Europeos		https://data.europarl.europa.eu/person/125106	Nieuw-Vlaamse Alliantie	N-VA
