mep_identifier,mep_honorific_prefix,mep_given_name,mep_family_name,mep_official_given_name,mep_official_family_name,mep_gender,mep_citizenship,mep_place_of_birth,mep_birthday,mep_death_date,mep_image,mep_email,mep_homepage,mep_twitter,mep_facebook_page,mep_facebook_profile,mep_country_of_representation,mep_political_group,mep_instagram,mep_URI
23868,Ms,Monika,Beňová,,,female,Slovakia,Bratislava,1968-08-15^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/23868.jpg,mailto:monika.benova@europarl.europa.eu,,,https://www.facebook.com/monikabenovaep,,Slovakia,Non-attached Members,https://www.instagram.com/monicabenova,https://data.europarl.europa.eu/person/23868
36392,Mr,Aldo,Patriciello,,,male,Italy,Venafro,1957-09-27^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/36392.jpg,mailto:aldo.patriciello@europarl.europa.eu,,,,,Italy,Patriots for Europe Group,https://www.instagram.com/aldopatriciello_official/,https://data.europarl.europa.eu/person/36392
4746,Mr,Sergio,Berlato,,,male,Italy,MARANO VICENTINO,1959-07-27^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4746.jpg,mailto:sergio.berlato@europarl.europa.eu,,https://twitter.com/SERGIOBERLATO,,https://www.facebook.com/SergioBerlato.paginaufficiale/,Italy,European Conservatives and Reformists Group,https://www.instagram.com/berlatosergioantonio_/,https://data.europarl.europa.eu/person/4746
101585,Mr,Niels,Fuglsang,,,male,Denmark,Kobenhavn,1985-06-29^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/101585.jpg,mailto:niels.fuglsang@europarl.europa.eu,,https://twitter.com/NielsFuglsang,https://www.facebook.com/FuglsangEP19,,Denmark,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/101585
97968,Mr,Andrey,Kovatchev,Андрей,Ковачев,male,Bulgaria,Sofia,1967-12-13^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/97968.jpg,mailto:andrey.kovatchev@europarl.europa.eu,http://www.andrey-kovatchev.eu,http://twitter.com/andreykovatchev,https://www.facebook.com/Andrey-Kovatchev-133004451640/,https://www.facebook.com/andrey.kovatchev,Bulgaria,Group of the European People's Party (Christian Democrats),,https://data.europarl.europa.eu/person/97968
96780,Ms,Monika,Hohlmeier,,,female,Germany,München,1962-07-02^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/96780.jpg,mailto:monika.hohlmeier@europarl.europa.eu,http://www.monika.hohlmeier.de/,https://twitter.com/mhohlmeier,https://www.facebook.com/mhohlmeier/,,Germany,Group of the European People's Party (Christian Democrats),https://www.instagram.com/monika.hohlmeier/,https://data.europarl.europa.eu/person/96780
96725,Mr,Bas,Eickhout,,,male,Netherlands,Groesbeek,1976-10-08^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/96725.jpg,mailto:bas.eickhout@europarl.europa.eu,https://groenlinks.nl/mensen/bas-eickhout,https://twitter.com/BasEickhout,https://www.facebook.com/bas.eickhout,,Netherlands,Group of the Greens/European Free Alliance,,https://data.europarl.europa.eu/person/96725
96761,Mr,Axel,Voss,,,male,Germany,Hameln,1963-04-07^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/96761.jpg,mailto:axel.voss@europarl.europa.eu,http://www.axel-voss-europa.de/,http://twitter.com/AxelVossMdEP,https://www.facebook.com/AxelVossMdEP,,Germany,Group of the European People's Party (Christian Democrats),https://www.instagram.com/axel.voss.mdep/,https://data.europarl.europa.eu/person/96761
94649,Ms,Catherine,Griset,,,female,France,Boulogne-sur-Mer,1972-08-20^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/94649.jpg,mailto:catherine.griset@europarl.europa.eu,,https://twitter.com/GrisetCatherine,https://www.facebook.com/CatherineGriset.RN/,,France,Patriots for Europe Group,,https://data.europarl.europa.eu/person/94649
86793,Ms,Anna,Cavazzini,,,female,Germany,Schlüchtern,1982-12-12^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/86793.jpg,mailto:anna.cavazzini@europarl.europa.eu,https://www.annacavazzini.eu/,https://twitter.com/anna_cavazzini,,https://www.facebook.com/anna.cavazzini.9/,Germany,Group of the Greens/European Free Alliance,https://www.instagram.com/anna.cavazzini,https://data.europarl.europa.eu/person/86793
38511,Mr,Georg,Mayer,,,male,Austria,Feldbach,,,https://www.europarl.europa.eu/mepphoto/38511.jpg,mailto:georg.mayer@europarl.europa.eu,,,https://www.facebook.com/georgmayermep/,,Austria,Patriots for Europe Group,https://www.instagram.com/georgmayermep/?hl=de,https://data.europarl.europa.eu/person/38511
96998,Ms,Evelyn,Regner,,,female,Austria,Wien,1966-01-24^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/96998.jpg,mailto:evelyn.regner@europarl.europa.eu,,https://twitter.com/Evelyn_Regner,,https://www.facebook.com/evelyn.regner,Austria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/mep_evelyn_regner/,https://data.europarl.europa.eu/person/96998
72779,Ms,Nadine,Morano,,,female,France,Nancy,1963-11-06^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/72779.jpg,mailto:nadine.morano@europarl.europa.eu,http://www.nadinemorano.fr/,https://twitter.com/nadine__morano,https://www.facebook.com/Nadine.Morano,,France,Group of the European People's Party (Christian Democrats),https://www.instagram.com/nadinemorano/,https://data.europarl.europa.eu/person/72779
28347,Mr,Javier,Moreno Sánchez,,,male,Spain,Ginebra (Suiza),1965-03-12^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/28347.jpg,mailto:javier.morenosanchez@europarl.europa.eu,,,,,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/28347
96709,Mr,Morten,Løkkegaard,,,male,Denmark,Helsingør,,,https://www.europarl.europa.eu/mepphoto/96709.jpg,mailto:morten.lokkegaard@europarl.europa.eu,,http://twitter.com/loekkegaard_mep,https://www.facebook.com/morten.lokkegaard,,Denmark,Renew Europe Group,https://www.instagram.com/mortenlokkegaard,https://data.europarl.europa.eu/person/96709
5736,Mr,Alexandre,Varaut,,,male,France,Neuilly sur Seine,1966-01-18^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/5736.jpg,mailto:alexandre.varaut@europarl.europa.eu,,,,,France,Patriots for Europe Group,,https://data.europarl.europa.eu/person/5736
28307,Mr,Francisco,Assis,,,male,Portugal,Amarante,1965-01-08^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/28307.jpg,mailto:francisco.assis@europarl.europa.eu,https://linktr.ee/franciscoassis.deputado,,https://www.facebook.com/people/Francisco-Assis/61569298170270/,,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/franciscoassis.deputado/,https://data.europarl.europa.eu/person/28307
38542,Mr,Johan,Danielsson,,,male,Sweden,Borlange,1982-06-30^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/38542.jpg,mailto:johan.danielsson@europarl.europa.eu,,,https://www.facebook.com/johandanielssons,,Sweden,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/johandanielsson_s/,https://data.europarl.europa.eu/person/38542
24942,Ms,Ana,Miranda Paz,,,female,Spain,Cuntis,1971-05-02^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/24942.jpg,mailto:ana.miranda@europarl.europa.eu,,https://twitter.com/anamirandapaz,,,Spain,Group of the Greens/European Free Alliance,,https://data.europarl.europa.eu/person/24942
37324,Ms,Adina,Vălean,,,female,Romania,Ţintea,,,https://www.europarl.europa.eu/mepphoto/37324.jpg,mailto:adina.valean@europarl.europa.eu,,https://x.com/AdinaValean,,,Romania,Group of the European People's Party (Christian Democrats),https://www.instagram.com/adinaioanavalean/,https://data.europarl.europa.eu/person/37324
40224,Mr,Andi,Cristea,,,male,Romania,Buzău,,,https://www.europarl.europa.eu/mepphoto/40224.jpg,mailto:andi.cristea@europarl.europa.eu,,,,,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,http://www.instagram.com/andicristea.ro/,https://data.europarl.europa.eu/person/40224
22418,Ms,Esther,Herranz García,,,female,Spain,Logroño,1969-07-03^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/22418.jpg,mailto:esther.herranzgarcia@europarl.europa.eu,,https://x.com/herranzgarcia1,,,Spain,Group of the European People's Party (Christian Democrats),https://www.instagram.com/herranzgarcia,https://data.europarl.europa.eu/person/22418
96940,Mr,Gerben-Jan,Gerbrandy,,,male,Netherlands,Den Haag,1967-06-28^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/96940.jpg,mailto:gerbrandy@europarl.europa.eu,,,,,Netherlands,Renew Europe Group,,https://data.europarl.europa.eu/person/96940
103246,Mr,Auke,Zijlstra,,,male,Netherlands,Haskerland,1964-11-01^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/103246.jpg,mailto:auke.zijlstra@europarl.europa.eu,,,,,Netherlands,Patriots for Europe Group,,https://data.europarl.europa.eu/person/103246
96675,Ms,Isabella,Lövin,,,female,Sweden,Helsingborg,1963-02-03^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/96675.jpg,mailto:isabella.lovin@europarl.europa.eu,,,,,Sweden,Group of the Greens/European Free Alliance,,https://data.europarl.europa.eu/person/96675
98219,Ms,Aura,Salla,,,female,Finland,Lappeenranta,,,https://www.europarl.europa.eu/mepphoto/98219.jpg,mailto:aura.salla@europarl.europa.eu,,https://x.com/AuraSalla,,,Finland,Group of the European People's Party (Christian Democrats),https://www.instagram.com/aurasalla/,https://data.europarl.europa.eu/person/98219
97399,Mr,Dirk,Gotink,,,male,Netherlands,Haarlem,1981-08-13^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/97399.jpg,mailto:dirk.gotink@europarl.europa.eu,https://partijnieuwsociaalcontract.nl/,https://x.com/dirkgotink,,,Netherlands,Group of the European People's Party (Christian Democrats),https://www.instagram.com/dirk.gotink.mep/,https://data.europarl.europa.eu/person/97399
30123,Mr,Guillaume,Peltier,,,male,France,,,,https://www.europarl.europa.eu/mepphoto/30123.jpg,mailto:guillaume.peltier@europarl.europa.eu,,,https://www.facebook.com/GuillaumePeltier.fr/?locale=fr_FR,,France,European Conservatives and Reformists Group,https://www.instagram.com/guillaumepeltieroff/,https://data.europarl.europa.eu/person/30123
99878,Mr,Waldemar,Buda,,,male,Poland,,,,https://www.europarl.europa.eu/mepphoto/99878.jpg,mailto:waldemar.buda@europarl.europa.eu,,,,,Poland,European Conservatives and Reformists Group,,https://data.europarl.europa.eu/person/99878
96653,Ms,Katarína,Roth Neveďalová,,,female,Slovakia,Nitra,1982-11-10^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/96653.jpg,mailto:katarina.roth@europarl.europa.eu,http://europoslankyna.sk,,https://www.facebook.com/europoslankyna,,Slovakia,Non-attached Members,https://www.instagram.com/katarina.roth.nevedalova/,https://data.europarl.europa.eu/person/96653
25758,Ms,Ruth,Firmenich,,,female,Germany,,1964-08-24^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/25758.jpg,mailto:ruth.firmenich@europarl.europa.eu,,,,,Germany,Non-attached Members,,https://data.europarl.europa.eu/person/25758
86057,Mr,Bartłomiej,Sienkiewicz,,,male,Poland,Kielce,1961-07-29^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/86057.jpg,mailto:bartlomiej.sienkiewicz@europarl.europa.eu,,https://x.com/BartSienkiewicz,,,Poland,Group of the European People's Party (Christian Democrats),https://www.instagram.com/bartlomiej_sienkiewicz/,https://data.europarl.europa.eu/person/86057
88552,Mr,Julien,Sanchez,,,male,France,Argenteuil,1983-10-19^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/88552.jpg,mailto:julien.sanchez@europarl.europa.eu,,https://x.com/jsanchez_rn?lang=en,https://www.facebook.com/p/Julien-Sanchez-100044874316374/,,France,Patriots for Europe Group,https://www.instagram.com/jsanchez_rn/,https://data.europarl.europa.eu/person/88552
91636,Ms,Marit,Maij,,,female,Netherlands,Apeldoorn,1972-01-16^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/91636.jpg,mailto:marit.maij@europarl.europa.eu,,,,,Netherlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/91636
1294,Mr,Elio,Di Rupo,,,male,Belgium,Morlanwelz,,,https://www.europarl.europa.eu/mepphoto/1294.jpg,mailto:elio.dirupo@europarl.europa.eu,,,,,Belgium,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/1294
118949,Mr,Ondřej,Kovařík,,,male,Czechia,KYJOV,1980-08-21^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/118949.jpg,,,,,,Czechia,Patriots for Europe Group,,https://data.europarl.europa.eu/person/118949
124726,Ms,Henna,Virkkunen,,,female,Finland,Joutsa,1972-06-04^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124726.jpg,,,,,,Finland,Group of the European People's Party (Christian Democrats),,https://data.europarl.europa.eu/person/124726
193419,Mr,Christophe,Hansen,,,male,Luxembourg,WILTZ,1982-02-21^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/193419.jpg,,,,,,Luxembourg,Group of the European People's Party (Christian Democrats),,https://data.europarl.europa.eu/person/193419
110673,Ms,Ana Miguel,Pedro,,,female,Portugal,Oliveira De Azemeis,1989-10-07^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/110673.jpg,mailto:anamiguel.pedro@europarl.europa.eu,,https://x.com/anampedro,,,Portugal,Group of the European People's Party (Christian Democrats),https://www.instagram.com/anamiguel.pedro/,https://data.europarl.europa.eu/person/110673
190574,Mr,Tomasz,Froelich,,,male,Germany,Hamburg,1988-10-15^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/190574.jpg,mailto:tomasz.froelich@europarl.europa.eu,,https://x.com/TomaszFroelich,https://www.facebook.com/TomaszFroelich,,Germany,Europe of Sovereign Nations Group,https://www.instagram.com/froelich.tomasz?igsh=aWJ1bndwMmttbHpy&utm_source=qr,https://data.europarl.europa.eu/person/190574
111412,Mr,Villy,Søvndal,,,male,Denmark,Struer,1952-04-04^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/111412.jpg,mailto:Villy.SOVNDAL@europarl.europa.eu; mailto:villy.sovndal@europarl.europa.eu,,,,,Denmark,Group of the Greens/European Free Alliance,,https://data.europarl.europa.eu/person/111412
124985,Mr,Luke Ming,Flanagan,,,male,Ireland,Roscommon,1972-01-22^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124985.jpg,mailto:lukeming.flanagan@europarl.europa.eu,,https://twitter.com/lukeming,https://www.facebook.com/Lukemingflanagan,,Ireland,The Left group in the European Parliament - GUE/NGL,https://www.instagram.com/lukemingflanagan,https://data.europarl.europa.eu/person/124985
124984,Ms,Lynn,Boylan,,,female,Ireland,Dublin,1976-11-29^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124984.jpg,mailto:lynn.boylan@europarl.europa.eu,,,,,Ireland,The Left group in the European Parliament - GUE/NGL,,https://data.europarl.europa.eu/person/124984
124795,Mr,Flavio,Tosi,,,male,Italy,Verona,1969-06-18^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124795.jpg,mailto:flavio.tosi@europarl.europa.eu,,https://x.com/flaviotositw,https://www.facebook.com/@FlavioTosiUfficiale/,,Italy,Group of the European People's Party (Christian Democrats),https://www.instagram.com/flavio.tosi/,https://data.europarl.europa.eu/person/124795
107212,Mr,Andrey,Novakov,Андрей,Новаков,male,Bulgaria,PAZARDZHIK,1988-07-07^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/107212.jpg,mailto:andrey.novakov@europarl.europa.eu,http://andreynovakov.eu/,https://twitter.com/andreynovakov,,https://www.facebook.com/andrey.novakov,Bulgaria,Group of the European People's Party (Christian Democrats),https://www.instagram.com/novakov.a/,https://data.europarl.europa.eu/person/107212
125106,Mr,Johan,Van Overtveldt,,,male,Belgium,Mortsel,1955-08-24^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/125106.jpg,mailto:johan.vanovertveldt@europarl.europa.eu,,,,,Belgium,European Conservatives and Reformists Group,,https://data.europarl.europa.eu/person/125106
183916,Ms,Alexandra,Geese,,,female,Germany,Lippstadt,1968-07-01^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/183916.jpg,mailto:alexandra.geese@europarl.europa.eu,https://alexandrageese.eu/,https://twitter.com/alexandrageese,,,Germany,Group of the Greens/European Free Alliance,https://www.instagram.com/alexandrageese/,https://data.europarl.europa.eu/person/183916
124784,Mr,Dan,Nica,,,male,Romania,Panciu,1960-07-02^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124784.jpg,mailto:dan.nica@europarl.europa.eu,,,,,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/124784
124861,Ms,Caterina,Chinnici,,,female,Italy,Palermo,1954-11-05^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124861.jpg,mailto:caterina.chinnici@europarl.europa.eu,,https://twitter.com/CaterinaChinnic,https://www.facebook.com/CaterinaChinnic/,,Italy,Group of the European People's Party (Christian Democrats),https://www.instagram.com/caterinachinnici_official/,https://data.europarl.europa.eu/person/124861
124722,Mr,Csaba,Molnár,,,male,Hungary,Csorna,1975-12-04^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124722.jpg,mailto:csaba.molnar@europarl.europa.eu,,,,https://www.facebook.com/drmolnarcsaba,Hungary,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/124722
